rating,date,content,content_length,is_positive
5.0,2020-01-20,Get there very early before the gates open At least an hour at least 1 5 hours just to be sure bring snacks to eat while you are waiting If you have kids there are plenty of rides Older kids there are even more attractions TGI,226,1
5.0,2024-01-20,This park was a lot of fun with attractions for all ages The French Revolution is definitely the star of the show and everyone should try it Most rides have slots for single riders so you can go about the park avoiding lines For the,232,1
5.0,2024-01-20,Massive indoor and outdoor theme park comparable to Disney land Went on weekday so waiting for rides didn t take too long but they are quite specific on children s height so take note especially if your kids are below 90cm your options are quite limited Nevertheless still a fun place to bring the family Highly recommended,323,1
3.0,2020-01-20,A world class adventure park but not in the same league as the much larger Disneyland Nonetheless many fun rides and things to do Adventure Island is outdoors and offers many scary dizzy rides Do choose a day midweek with smaller,229,0
5.0,2023-01-20,Had so much fun here A place to go with your partner or kids Plenty of family friendly rides with a handful of thrill rides Ambience and atmosphere was magical with plenty of locals renting high school uniforms to dress up and take,231,1
4.0,2025-05-20,Good for kids but not very big and rollercoasters often have long waiting lines Overall worth it if you have kids but definitely not a must do in Seoul as a tourist,164,1
3.0,2020-01-20,Great place with kids but too many rides under inspections which caused 1 hour 40 minutes on each ride queue quite warm temperature inside of the dome building too small number of seats benches for rests simply too many people in the,233,0
5.0,2025-01-20,Construction started on the Lotte World Adventure in 1985 It opened at 11 a m on July 12 1989 Magic Island opened on March 24 1990 It is located near Jamsil Station on Seoul Subway Line 2 and Seoul Subway Line 8,211,1
5.0,2025-01-20,Was good day but even on school day it was full each game take 45 min but after 5 pm it become less,99,1
3.0,2020-01-20,We have been to four Disneylands so this park is considered very small for us Buy tickets online is cheaper 35 000won vs door price 57 000 won check again,154,0
4.0,2024-01-20,This place is like the Disney land of Korea and a must visit if you ever visit Korea The park has a huge section inside and a part outside on a island with lots of rides for is famous for lots of Instagram pictures What I personally like,237,1
4.0,2025-01-20,Lotte World is a great place to spend a day with the kids It s not very strong on roller coasters but has many other attractions as well We have been there on a Wednesday in August We came early and at first the waiting times were okay,235,1
1.0,2025-08-20,Its a disaster for adults especially if you can t buy priority pass as it is sold out Waiting for hours for childish virtual rides Like watching things on tv in a massage chair The only ok was Gyro Drop but they still fill it with,230,0
5.0,2025-01-20,Really amazing shows the rides are like the TARDIS and cool side shows Please can I have the name of the song for the zombies as I really want to listen to it at home,166,1
5.0,2024-01-20,Both outdoor and indoor rides are fun Outdoor has more rides for adults Wait is long so if you want to do a magic pass book it a few days before the visit,154,1
5.0,2024-01-20,It s a great little theme park with tons of rides and attractions I thought it would be more empty on a weekday when it opened but there were so many kids It looked like lots of field trips If I had known that I would ve bought the,231,1
5.0,2025-03-20,Nice park Not to go in national day or weekend unless you want to wait 60 min for each attacttion,97,1
5.0,2024-01-20,Great experience both for adults and kids Remember to book the activity as soon as you enter if you don t have the magic pass,125,1
5.0,2023-01-20,One of the must visit places in Seoul should be definitely on top of the list while visiting this amazing country it is world s biggest indoor amusement park and lives up to the expectations professional staff excellent food options,232,1
5.0,2023-01-20,A very fun theme park to visit Queue during weekday is reasonable and we managed to complete about 80 of the rides Having both indoor and outdoor rides is a bonus,162,1
5.0,2020-01-20,Convenient place to relax and trying game that dare you No need to afraid you will wet because of rain or feel cold or hot of summer this indoor theme park better to enjoy this place in the morning so you can get lot of games use all,233,1
4.0,2020-01-20,Lovely place kids will love it only problem was the queues are very very long you can wait up to 1 30 hour just for a ride if you willing to wait for each ride you will have lots of fun,185,1
5.0,2024-01-20,You ll need a full day to enjoy Lotte world It s a great place for children though adults could also enjoy There are so many different varities of rides and shows to enthrall you,178,1
4.0,2025-11-20,We had so much fun and so so so much waits on the waitings line we waited almost 3 hours on the rollercoaster line,114,1
5.0,2024-01-20,This is truly the Korean answer to Disneyland even though Lotte is a Japanese company It s far less crowded and clustered while still having a magical vibe We were able to enjoy an immersive PUBG collab,202,1
1.0,2026-01-13,Can t use my contactless card for payment Note Can use the card for purchases in Seven Eleven and CU stores,107,0
2.0,2026-01-06,Half the rides shut boring selection and very kiddy Suited to Korean kids only skip if visiting,95,0
1.0,2025-10-20,I have visited Disney parks worldwide Europa Park Tivoli Gardens and others but Lotte World is by far the absolute worst The shows are boring the characters lack appeal and the attractions are,192,0
4.0,2018-01-20,I agree this place is really big but it is not the most important for people I experience here with my kids there after 4 with one day pass option but we do not have enough time to play more than 4 activities just because there are lots of,239,1
5.0,2020-01-20,My wife and I visited on our trip to Seoul and loved it Take note foreigners should buy tickets in advance online to save 50 on admission,137,1
5.0,2025-07-20,Wow wow wow wow wow wow wow wow so beautiful please free time visit in the lotte world in south Korea,101,1
4.0,2020-01-20,Lotte world is a good adventure park in seoul There are alot of things to do here One one cone in the morning and sepnd whole day here because all the things are time taking There is a huge rush usualy and there are long ques for every,235,1
2.0,2025-10-20,Visited during a public holiday and spent almost 2 hours in line for 1 ride Would recommend getting the VIP pass to skip the long queues,136,0
3.0,2023-01-20,A nice theme park that is perfect for a rainy day A large part of the park is indoors I expected it to be bigger So maybe it s not something you can fill an entire day with,172,0
5.0,2020-01-20,Definitely worth a trip if you re in around Seoul and want to go to an amusement park It s indoors with some outdoor attractions and it s easy to spend an entire day indoors and still want to come back That means it s great to go here,234,1
5.0,2024-01-20,Value for money and a must go for family Definitely can spend a whole day there I love the pretend parachute the most You get to take a good look of the whole lotte world,170,1
5.0,2025-11-20,Fun place to go and prices are fare Only issue is the lines for the rides but it s a given Would definitely visit again,119,1
5.0,2023-01-20,Great place Line to enter starts 30 minutes before opening the gate After opening it goes really fast in few minutes They start to sell tickets one hour before opening You can use automatic machines or cashiers,210,1
2.0,2023-01-20,We went there on Saturday at 12pm We were given no map or brochure when we entered the place and we were quite confused about where to go and what to do,152,0
4.0,2019-01-20,Long waiting time after 4pm as the ticket got cheaper There is only one good roller coaster The rest are short rides that barely tingles the trill,146,1
5.0,2024-01-20,It is an amazing place for all ages it s like a small Disney land with rides parades food court a lot to do in the whole day,124,1
5.0,2025-03-20,Loved everything and with klook we payed the price of one ticket,64,1
5.0,2025-03-20,Lovely for family and kids lots of games and playgrounds for kids with lots of restaurants and cafes big area for ski and big theatres,134,1
5.0,2024-01-20,Huge places and seriusly like school mostly people wore school attire here like back into memory a lots of advntruos gme more thrill than gentjng highlnd hve outder n indoor side my kids enjoyed so much hwver outsd gme my 3 kids didnt spent well becoz did not archve height level,279,1
4.0,2024-01-20,It s an ok indoor theme park esp during winter Tickets are cheaper on klook No more magic passes sold on klook Visit on weekdays if you can else weekends will need to queue up to 90min They have this weird reservation system now Queue,234,1
4.0,2025-11-20,Much bigger than it seems at first Lots of fun if short on time avoid the wild rides at the beginning as they are just virtual,126,1
1.0,2025-01-20,The system was very stupid They told me baby dont have to pay to enter only need to pay for kids But when you are going for a ride they asked you to pay for the baby ticket as well Then you need to go outside again to buy the ticket,232,0
1.0,2025-08-20,A total confusing ripoff We are from outside Korea but took a local friend of our kids who has been here a few times But that did not help us solve a puzzle of confusing instructions and restrictions,199,0
1.0,2025-01-20,waste of time If you go for 8 hours you spend 7 h and 45 min walking or queuing The other 15 min is the actual riding Also you end up paying more for other attractions that are not included plus food BTW I went during the early weekday,235,0
5.0,2024-01-20,I had an amazing time We spent the whole day there We were able to ride on 6 rides with our magic passes They were very enjoyable Bring your own water and snacks if you can because the snack carts are busy We enjoyed hot dogs and KFC for lunch I recommend going during the week so it is not busy,295,1
1.0,2025-09-20,Absolutely lousy Tree swing is gone Boat ride is gone Fast pass paid also useless only 1 type ride once Not worth Japan local theme park easily win hands down 2nd time come korea a bit regret Daughter want to come and also,222,0
4.0,2025-05-20,It is really nice place but not that big like I expected especially outside area is not that big and some rides were not working In the price of the entery ticket is included all the rides but prepere to wait 1 hours for rides I,228,1
4.0,2019-01-20,My first time at this park was quite funny It s a really big indoor park with a lot of attraction,97,1
5.0,2025-01-20,Definitely was a good visit Lines weren t too bad kids got to ride everything they wanted and we got to eat some good snacks foods We didn t experience any problems this trip at Lotte World Beat part was the kids got to go ice skating and they had a blast,255,1
3.0,2024-01-20,Super crowded air con is not cold Baby ticket need to buy if they need to go on rides Even thou their entry is free,115,0
1.0,2025-10-20,Too much crowded place with waiting time of normally 2 hrs for every good ride In full day u would be on ride for 1 hr but will be in waiting queue for 8hrs,156,0
5.0,2020-01-20,A great theme park in the middle of the city It s a must visit for any person travelling to Korea Just make sure to make use of the Magic Pass system they have in place to get on as much rides as possible I highly recommend going on,232,1
5.0,2024-01-20,Magic pass aka express pass recommended If not the waiting time is at least 1 hour for the popular rides,104,1
5.0,2025-02-20,Very interesting place for family outings Too crowded when weekends and holidays period,87,1
5.0,2025-07-20,Lotte world is so cool place So many rides to enjoy but the only problem is it s too crowded so have to wait pretty much an hour for every ride,143,1
3.0,2023-01-20,Stay away on weekends and holidays We were only able to get on 1 ride the whole time we were there It was packed due to school trips,132,0
5.0,2025-04-20,A huge indoor and outdoor door theme park with many machine to play,67,1
5.0,2023-01-20,Very nice place And you will have fun while you be there with your friends or family But the only disadvantage is that you need to wait 30 60 minutes to play every game,168,1
5.0,2025-08-20,Is amazing Perfect for a heat summer day,40,1
4.0,2022-01-20,Fun place and lots to do but with spacing requirements for covid the lines are incredibly long Fast passes are more than the cost of tickets and only so many uses so makes it difficult Definitely recommend going but wait for covid to relax,239,1
5.0,2025-01-20,fantastic and wonderful space If you re ready to go to the world of innocence come anytime,90,1
3.0,2021-01-20,Nothing much here really Maybe for kids Designs are old It is indoor so expect it to be crowded and spaces are small The aquarium and museum are the best spots though,166,0
5.0,2022-01-20,Lotte World at Christmastime is amazing Also until Jan 2 2022 foreigners get 1 2 off the regular price Show them the coupon at the end of my photos,147,1
3.0,2025-12-20,Find this place over rated As went on a rainy day the outdoor section was closed and some of the in door rides were reserved for quick pass,139,0
5.0,2025-01-20,The park was great except the queing time The popular ride would take about 2 hours queuing time,96,1
3.0,2025-02-20,Too crowded and the rides were not very exciting Waiting time was all more than an hour Better choose Everland,110,0
4.0,2020-01-20,It is a very fun amusement park really big and it s indoors with an outdoor rides as well The only downside is that there s a lot of people so you have to wait in line for a long time,183,1
5.0,2025-10-20,We had a lot of fun there and the rides were awesome When we went there everything was functional Tip enter though the jungle gate it takes lesser time,151,1
1.0,2025-12-30,Went in the mid afternoon outdoor rides was closed Queue for indoor rides was long waiting 3 hours to collect time slot ticket for pirate ship Not worth going,158,0
4.0,2025-07-20,Quite old but still worth visit,31,1
4.0,2024-01-20,Some fun attractions but not at the same level as something like universal studios Did not get to experience outdoor attractions due to bad weather,147,1
1.0,2025-07-20,The people working here are so inefficient and there are too few workers to deal with the volume of people We visited on a Tuesday and long lines everywhere The ticket line and magic pass lines were huge and they our had 3 people,229,0
5.0,2025-01-20,Awesome place must go Many things to do not only in a amusment but also resturants and clawing matchine It s not scam We ve got 5 dolls Woopii,142,1
4.0,2020-01-20,Came to Lotte World Adventure Theme park many years ago and didn t change very much for most of the rides The magic pass is very useful as we came on Saturday where they are visitors and the queue can be more than an hour,221,1
5.0,2023-01-20,The kpop and kdrama land Lol I love Atlantis ride and the hot air balloon ride that goes around the park The monorail ride is also so cool It is worth it to get the five five magic pass in Klook,194,1
5.0,2024-01-20,this place has always been a dream of mine since I was a child and finally i GOT THERE i am so happy to realize that i am finally there and i enjoyed every game even though i didnt actually play any adventurous games BUT STILL the,230,1
5.0,2018-01-20,Wow There is so much fun under one roof And the Christmas theme is exhilarating The little one enjoyed it There s a ice skating rink here too,141,1
2.0,2024-01-20,Great place with a lot of food options and rides However waiting time is absolutely unbelievable 1h 2 h for each type of the amusement then all the magic passes sold out leaving you without any chance to fully utilize the entrance fee Flying on weekend to Malaysia with pass would be a better investment,303,0
3.0,2020-01-20,As the park itself inside a building the noise stays there and after a while you may get headache and dizzenes Also it s seems a bit old Overall there are you will always find what to do There also outside area Magic land with some attractions too Can be considered to visit for having fun,289,0
5.0,2024-01-20,This is a big in house park there are a lot of games for kids and also horror adventures for adult If you travel to South Korea you should come to join this place,162,1
5.0,2020-01-20,Got our tickets from Klook for 32 000 KRW Arrived at the place at almost 11am and left at around 9 30pm My friends were able to take almost all the fun rides except for one French revolution line is always long I downloaded the,227,1
4.0,2025-07-20,The lines to the rides are a bit too long The place is huge and has activities for all ages Next time I d get the magic pass for the bigger rides Because the wait is more than an hour for each and we came during a week day I imagine in the weekend it is much worse,264,1
4.0,2019-01-20,There s a nice variety of rides better to go early because it s always busy The fairy forest is a nice option it s a small extra fee but there s a variety of animals to see The headbands are very cute and affordable Some lines move quickly while the more popular rides take a while,281,1
1.0,2025-08-20,Way too much people Lines were 3 5 hours long super hot inside Hardly possible to find a spot to eat The park is the worst place we visited ever Think twice before going,169,0
1.0,2025-08-20,It s really bad You will never be able to get on the ride if you don t have a fast pass They let all the people with fast pass to get on the ride first and there s only 3 people in line who s able to get on the ride after 5 or 6 rounds It s a waste of time at this park if you re not getting a fast pass,303,0
5.0,2023-01-20,I love the indoor amusement during winter Waiting time is long without a magic pass Would recommend to get it Extreme rides are outdoor Beautiful park,150,1
5.0,2024-01-20,PLACE I had so much fun I love that it has an outdoor and indoor I visited the place on winter so it was really cold I can t stay outside for very long There were also shows which is great,188,1
5.0,2025-09-20,Amazing experience Would recommend everyone to try it,53,1
4.0,2018-01-20,The park is quite big and well maintained But be prepared for long long queues with tons of south Koreans All mainly youths and young adults,140,1
4.0,2025-09-20,Magic pass is very helpful,26,1
5.0,2020-01-20,If you like advanture rides then go for it There are many types of rides which you can enjoy Gyro spin Gyro swing Flume ride You can go with kids also there are many rides for kids You ll have good time there Must visit place in South Korea,240,1
5.0,2026-01-13,Indoor theme park and outdoor theme park,40,1
5.0,2025-01-20,the place and very beautiful the kids love it so much,53,1
3.0,2019-01-20,There were a large number of student groups on a weekday making it very hard to get to ride very many rides even with the magic pass We managed to get on two of the three major roller coaster and those were fun Get there right when they open or that would not be possible or you would wait more than an hour and half,316,0
4.0,2024-01-20,Visited 05 June 2023 Monday cooling summer afternoon The following sharing are based on our unbiased personal opinion and experience,132,1
4.0,2025-01-20,Lots of rides from roller coaster to gentler ones Even has 4D rides for those who don t like too much rush,106,1
3.0,2019-01-20,It s okay to go to The indoor park is good because it doesn t matter what the weather is But the park overall is really small and not much attractions,150,0
4.0,2025-04-20,many rides kept being under maintenance in the afternoon caused some inconveniences crowd is huge even on weekday,113,1
4.0,2020-01-20,Good for family with kids There lots of kids attraction in the indoor area Recommended during winter you might prefer staying indoor There is outdoor attractions too Long queue in every nice ride buying magic pass is highly recommended,235,1
2.0,2018-01-20,The lines for the rides are too long The only attraction I got to ride which only took 2 mins took me 3 hours lining up Even on a weekeday there are a lot of visitors so imagine if you go on a weekend,200,0
5.0,2025-01-20,Visited Lotte World in Korea recently I saw this sign and thought that it was very interesting as it gives rise as a system in the material world,145,1
5.0,2024-01-20,Very fun place Indoor amusement park suitable for parents to bring children,75,1
3.0,2025-07-20,A pretty average themepark TBH Only a few rides for teens adults worth doing They really need to better crowd control too most of the day even during school days there is a 2 hour wait for major rides and even with a magic fast pass,232,0
5.0,2024-01-20,Fun for all ages Budget an extra 20 per person of you want to rent the school uniform,85,1
5.0,2019-01-20,Lotte world is a great place to to hang out at if you have a spare day or two in Seoul The staff are friendly and the whole atmosphere is quite cute,148,1
5.0,2020-01-20,It was no Disneyland but it sure was fun I didn t know what to expect when going into Lotte World except for the fact that I d be laughing a lot comparing the rides here to Disneyland They did a pretty good job replicating some rides,233,1
1.0,2025-08-20,Not worth it Rides are nothing special and waiting times are insane 2 hours or more for a single ride,101,0
4.0,2025-03-20,Had a good time worth the money Good way to kill time,53,1
4.0,2024-01-20,Visited Lotte World Theme Park on a Wednesday 11am to 2pm Sat on a couple of indoor rides which Fly Venture a Virtual Reality experience stood out Only took the Gyro Drop from the outdoor one Popular rides such as Atlantis require,230,1
5.0,2024-01-20,A very nice place with plenty of attractions and entertainment There were stalls around the area to sell food in case you got hungry Many fun rides for people of mamy ages There were rides on a train for children and more thrilling rides,237,1
5.0,2020-01-20,An excellent indoor theme park Lots of facilities for different ages The Magic Pass system is also a nice one The staff are very sincere polite and professional,160,1
4.0,2025-08-20,We visited on a weekday as a family The lines can test your patience it s vibrant staff are helpful and very clean I d definately visit again,141,1
5.0,2021-01-20,One of the best theme parks I have ever visited Gyro rides roller coaster rides are the best for adults Do consider to buy magic passes to skip long ques Check the Lotte World app for more details There are lot of performances to,229,1
5.0,2022-01-20,Lotte world is in the middle of Seoul and is very convenient to go and enjoy the day,84,1
2.0,2024-01-20,At first glance we were overwhelmed by the size and the love in detail Sadly the overall experience was bad E G you have to reserve a timeslot for a,148,0
5.0,2025-01-20,It s amazing fun for all kids adults and family,47,1
5.0,2025-12-23,Great indoor facility especially for winter They also have small outdoor facility on an island,94,1
4.0,2023-01-20,Kinda like miniturized Disneyland Too bad lots of attractions are still closed due to covid and rain But a must go for kids and kids at heart,141,1
4.0,2023-01-20,Came here on a whim and booked our tickets through Klook for an afternoon The complex is huge The indoor theme park is cool to see in person but it is a little dated It s very similiar to the Disney parks and catered to families so,231,1
5.0,2025-10-20,Like disney land lottr world is great to visit for children and beside it there is a large shopping mall which adults can enjoy and buy what ever they want from well known brand like LV DIOR GUCCI,196,1
4.0,2025-07-20,I went there with my groupmates from language school I didn t ride any roller coaster because I m scared of them But I wanted challenge myself and rode the swinging ship And I realised the was no joke I was sick for two days after that,235,1
4.0,2023-01-20,Pre purchased tickets for foreigners that included 5 magic passes Took about 10 minutes to get in at opening,108,1
3.0,2025-01-20,Visited on a Mon morning reached at 930am and there was already a huge crowd queuing at the entrance As I was using the Discover Seoul pass I wasn t sure if I should be joining the queue I asked a staff there and was advised to join the,236,0
5.0,2023-01-20,Kidstoria was amazing for my 11 month old He was so happy he played and crawled until his arms gave out He even laughed while dreaming the night after going We had an amazing time and he went on his very first ride on the merry go round,236,1
3.0,2018-01-20,Lots of chioces of games and fun stalls Good for young kids May spend at least two days to try Love the Adventure part and the Stage Show Feel a bit old of the whole park,170,0
5.0,2019-01-20,This amusement park is filled with people even normal day has the same situation it s awesome with all their rides If you wanna find some exciting ride I think it s not suitable been here,187,1
5.0,2020-01-20,Wish I had more time to spend there Definitely combine with the Seoul Discover Pass The entry fee will be more than covered Then after Lotte World closes go up Seoul Sky for panoramic views from the 123rd floor if the tower,223,1
1.0,2025-08-20,Don t wven try to enter without magic pass After paying for 5 ppl we managed to do 2 attractions in 4 hours Waiting time was more than 60 min on average Overcorwded hard even to walk straight,191,0
5.0,2024-01-20,Kids loving it Too bad the weather is just too cold Couldn t stay outdoor too long,82,1
4.0,2020-01-20,Cute theme park in Seoul the largest indoor theme park in the world A good way to pass a rainy day Great for kids of all ages,125,1
4.0,2020-01-20,Lotte world is actually amazing with the inside and outside themed park Very well built and themed But when we bought tickets they told us the park closed at 23 what they did not tell us is that all of the fun stuff when you are older,234,1
5.0,2025-08-20,long lines confusing exits at 1st but staff are helpful,55,1
5.0,2024-01-20,Theres alot of rides food and fun things to do to entertain the whole family and friends Not enough time in the day to experience Will definitely go back,153,1
3.0,2025-07-20,We visited on a Monday We were disappointed with the rides The internal ones have long queues and the interesting ones are closed for maintenance The external rides were closed due to a downpour We ended up with 3 rides in total and,232,0
2.0,2025-12-20,Only if you like queuing for everything min one hour of queue for 10 mins of fun,80,0
5.0,2025-04-20,Nice place to bring kids and enjoy the day,42,1
4.0,2020-01-20,Good place but the line for attraction was too long and the magic pass is not a good system in my personal experience Some of the attraction also not to worth it to wait that long I waited almost 2 hours for 1 attraction,220,1
2.0,2025-10-20,Was a very average park with some very long lines If you only have a few days in Seoul this might not be the best use of your time If it s pouring with rain and you have kids might be an idea,191,0
5.0,2020-01-20,One of the best theme parks in the world The rides are all awesome It s good to purchase the tickets via KLOOK with their magic passes,134,1
1.0,2025-08-20,The queuing here is unbearable You re gonna spend 1 and a half hour just to wait for a ride This theme park is extremely overrated just go to other theme parks or do something else There are lots of other interesting things in Korea namely Seoul,245,0
4.0,2025-07-20,First don t expect Disneyland its closer to Knotts Berry Farm level Don t get me wrong we had a good time but manage your expectations and you ll be ok Buy your tickets in advace on Klook and I recommend getting the fast pass,225,1
5.0,2020-01-20,Our time in Lotte World was pretty fascinating although I must admit it isn t primary for adults more for child school high school students and maybe couples we still had a great time Staff was very friendly we were also lucky to see,233,1
2.0,2020-01-20,We didn t enjoy the themed park Nothing much interesting to do there Most of the staff there also having straight face to the foreigners Not welcoming at all We didn t feel welcoming at all in this place Not recommended at all,226,0
5.0,2023-01-20,We had so much fun and it was a dream come true to visit this awesome place If you re planning to visit Korea you should include this on your list of places to visit,165,1
4.0,2023-01-20,I think there should be more food stall so that the customers won t wait for too long Foods are pricey too Though it was fun and they have nice parade,150,1
5.0,2025-07-20,Lotte World is the best amusement park friendly staff and fun rides There are a lot of delicious food too,105,1
5.0,2020-01-20,This place is absolutely amazing For people who loves travel adventure and fun This place is highly recommended to visit on Lots of fun rides kind people beautiful ambience and more to explore on Perfect for all adventurer,222,1
5.0,2024-01-20,Had so much fun in here really recomended for those who have planning on holiday to bring family,96,1
4.0,2025-06-20,Lots of ride options and food and drink Some rides where incredibly busy others were just walk on It was very busy at opening time but a lot quieter after 3pm Well worth a visit Buy your tickets in advance from Klook,216,1
5.0,2025-07-20,Most of the games i played were indoors Outdoor games look very tempting but the queue was too long even on weekday But indoor games were also very entertaining There s prayer room for muslim on level 3,202,1
5.0,2019-01-20,fun place for kids went back twice on our trip to S Korea lots of things for kids i think this place was better than Everland since they had ice skating available must go thru subway malls near the Lotte towers a must for experience so much to do around here spend a full day,275,1
4.0,2018-01-20,There were interesting rides and good food to eat but the lines were incredibly long taking around 1 hour per ride weekend before Christmas,139,1
4.0,2023-01-20,Visited last Thursday on a cold winter day Many rides outside were closed Queues were crazy inside average waiting time 60 to 90 mins Must get the magic pass if you want to save time queueing Best to get more than 1 magic pass if you,233,1
4.0,2024-01-20,Lotte World itself is primarily geared towards middle schoolers That is the prime age to ride all the fun rides and navigate Of course younger children enjoy the parade and other kiddie play areas The great thing is it s indoors making,235,1
5.0,2025-04-20,Good theme park with indoor and outdoor attractions,51,1
5.0,2020-01-20,Lots of activities at this theme park Also had some animals there which was great fun Be prepared to line up in long queues for the popular rides though,152,1
5.0,2019-01-20,Too crowded but that s understandable as it was the weekend A bit expensive if you re not using Klook Indoor and Outdoor style is a bit fun Disneyland is still better but I will still give it 5 stars Willing to comeback,219,1
3.0,2023-01-20,It s good for a one time visit The waiting time is too long so I advice to buy the express pass otherwise you ll have to wait like 1 hr per game,144,0
5.0,2021-01-20,Lotte World is an amusement park that has both indoor and outdoor rides which is a perfect place to go with friends and family throughout the four seasons There s even a selfie station on the 4th floor where provided you various of scene and lights for you to take pictures with friends,286,1
3.0,2019-01-20,A lot of fun for kids there is no many games for adults but there s a big photoshoot room that you can enjoy,108,0
5.0,2023-01-20,you should only take a lot of time with you just for the way to the lift otherwise the view is terrific I was blown away by the view,132,1
5.0,2025-05-20,Indoor theme park a lot of pokemon merch and tons of rides For those who frequent genting highland this is similar but slightly better in my opinion,148,1
3.0,2025-07-20,We waited 30 45 mins for every single game We have waited for 45 mins to play 5G Atlantis and it was the worse game we have ever played The rest of the roller coasters were okay and mostly they were good for teens and young kids The food was good,246,0
5.0,2022-01-20,a magical place in the heart of Seoul located in the center of Lake Seokchon It has a variety of attractions and the value of the ticket is worth it although the lines for the games are endless,193,1
3.0,2024-01-20,This is located in lotte department jamsil and also Indoor and out door amusement park suitable for every ages but for me I think the ticket was a little bit expensive compared to the size of the venue and ride,210,0
4.0,2023-01-20,The experience was exceptional and the rides were decent The problem was the time of year school holidays The lines for the rides were crazy long and we didn t get to do everything,180,1
4.0,2020-01-20,Clean unique in its own quirky way Affordable door entry especially if you are what they class a foreign tourist separate queue you do need to show your passport to prove this so you can receive a discounted entry and a free 20 off voucher for entry to the Lotte Tower,268,1
5.0,2025-01-20,Best classic theme park in Korea About 2 3 of facilities are indoor and every show and parade is performed inside For my family who usuallly doesn t enjoy attractions or rides Lotte World is much better than Everland despite the,228,1
4.0,2025-01-20,We visited on 8th October 2024 Tuesday thinking that it was a weekday and there would be less people but we were terribly wrong The place was super crowded and filled with teenagers,181,1
5.0,2019-01-20,Very spectacular places and dream world for everyone here But too crowded for playing at all 2 hours just queing may be next time not a high season,147,1
4.0,2019-01-20,It was a nice experience I had an amazing time with my friends there even thoe the place was so crowded and we had to wait so much in lines to try the popular rides,164,1
4.0,2023-01-20,Very fun place for all ages Thrilling rides with high spees roller coaster Get a magic pass to skip some Qs,107,1
1.0,2025-01-20,I was lining up for the bumper car after long 40 minutes I got to ride it however the car did not move at all After the riding time finished I asked the employees if I could ride it again since it didn t move at all The employees tested,236,0
5.0,2025-04-20,If wanna play here come early around 10 00 so you can enjoy more attraction,75,1
3.0,2020-01-20,It was huge On the way there from the train exit you will have to walk half a mile to get to it s main entrance My partner and I reached there in the afternoon After getting our tickets we were told that we cannot re enter hence we,231,0
5.0,2024-01-20,Went there Dec 22 Lovely place but more suitable for kids haha or for adults who like to take photos,100,1
1.0,2025-08-20,If you don t live in S Korea there is no way you can download the app The Map pdf is also unable to view through out the whole time Waiting is ridiculous too long min over80 mins It was utterly bad experience,208,0
5.0,2025-12-30,Seoul Sky is pretty good You can take pictures and pick them when you reach Seoul Sky,85,1
5.0,2024-01-20,Really fun it s suitable for all ages and it s beautiful at night The Gyro Drop was one of the best rides Beautiful view from the top of the ride you can view the Lotte tower There are also many restaurants and coffee shops Connected,233,1
2.0,2025-07-20,Lotte World Disappointing The standard ticket price is 64 000 won USD46 which is 70 of Disneyland s fare of USD65 but Lotte World is a massive downgrade vs Disneyland,166,0
5.0,2020-01-20,One of the best theme park I have ever been It is both indoor and outdoor with tons of rides and attractions It was extremely packed during both weekends and weekdays but highly reccomended Foods inside are somehow quite affordable and fulfilling,246,1
5.0,2024-01-20,Good place for family kids at weekend with many entertainment activities games Kids will love this place when they have opportunity to visit aquarrium at the ground floor,170,1
5.0,2025-05-20,Our family have a great day a lots of fun activities Some rides waiting time were long up to 1 hour some were quicker There were 2 parades one at 2 pm and one at 8 pm The 8pm parade has a bit of,194,1
2.0,2020-01-20,Made the mistake of visiting on a Sunday Place is okay but the crowds cause the queue for a single ride to last over 2 hours There s quite a limited number of rides as well in comparison to other theme parks I ve been to Navigation from,236,0
5.0,2021-01-20,Lotte World is definitely one of the places you must visit while you are in South Korea The theme park may offer less thrilling rides than Everland but the place itself is fantastic,181,1
4.0,2020-01-20,It s a first time for me to experience an indoor themed park which they have It s not crowded on a weekday but lines took about 20 30 minutes because of students wanting to get on the same ride all over and over again,217,1
5.0,2024-01-20,Love it Do be prepared to wait in line for the rides Best to arrive early like 10am,83,1
2.0,2024-01-20,If you are from Europe save your money and time Maybe get a ticket for the evening and take some pictures It s pretty to watch but the rides are a ripoff in comparison You have to pay for some rides extra The basic magic pass fast,230,0
4.0,2023-01-20,We can stayed here all day many activities We not much keen on Lotte world but we like pororo land there,104,1
5.0,2020-01-20,A great place for family and all ages But there is A LOT of people during the holidays so it s best to go during off season,123,1
4.0,2020-01-20,This place is definitely catered more toward young people It has rides restaurants museum things that amusement parks are expected to have No crazy rides or anything but still fun enough to check out while you re around the area,228,1
4.0,2025-06-20,You definitely should visit this the vibe is amazing There are both indoor and outdoor attractions Ticket prices can be checked on the official website Most people rent school uniforms to wear while enjoying the park which is super cute,236,1
4.0,2024-01-20,U better bought Magic Pass Just like express lane It worth it even pricey caused the crowd que are tooooooo long,112,1
5.0,2024-01-20,It s fun A lots people here Every looks have good time,54,1
4.0,2019-01-20,It s easy to access via Jamshil Station with enough signages for you not to get lost The place is always packed with visitors and an average queue for each attraction is 30 mins might reach 1 5 hrs queue,203,1
4.0,2025-01-20,Very busy Not even school holidays still packed Lots of locals couples and school kids,86,1
