stars,date,review,review_length,is_positive
5.0,2023-01-18,"Very nice place, especially for families with kids. Multiple rollercoasters (I recommend ""French Revolution""), 4D experience, games, arcades, some live theater/music... Really a lot. We had normal pass and in the morning the queues were …",238,1
4.0,2024-01-18,"It's a fun amusement park but not a lot of thrill rides. There's also an outdoor area with a bit more 'adult' rides/attractions, but it's pretty small.",151,1
5.0,2025-10-18,"Nice place to have fun, especially in hot days",46,1
5.0,2024-01-18,"It took our 3rd trip to Seoul to finally go, but we made it and it was awesome. We got there in time for the Christmas parade. It was so magical and so big. Lot's of fun, lot's to see and lot's to eat for sure.",210,1
5.0,2025-06-18,"Love this place ! The food, the stores ! What more can you ask for ?!",69,1
3.0,2020-01-18,"Well the place is huge, but man its too crowded even on a work day. Waiting in line for 15-40 min for a ride that will last for 30 sec is not worth it. The rides arent even that fun. Throughot the whole day i was only able to ride 3 rides. If the. lines were shorter it might of been more fun.",293,0
4.0,2018-01-18,"We arrived at 7pm and had a great time. The park is clean and well run. However, getting close to 9pm some of the ride attendants would not start rides because there weren't enough people waiting to go on the ride. Let me say, the kids were not happy. That shouldn't happen at this type of fun park. Other than that, all good.",326,1
5.0,2024-01-18,Very nice fun place for both adult n kids but very long wait for rides or u can just buy magic pass to cut que time,115,1
4.0,2025-09-18,The world was wholesome. Everything was so fairy like. But the waiting line takes me like 3-4 hours for a 2 min game. Recommend to get a fast pass.,147,1
5.0,2025-01-18,"I went to Lotte World to see the cherry blossom trees. It was a sea of cherry blossoms, and by far, they were the prettiest thing I have ever seen! I'm so happy I witnessed this just before my flight back to Switzerland—a fantastic place to See the Cherry blossoms.",265,1
5.0,2019-01-18,Great place for family! Especially if you bring kids along they will love it so much. But do take note if you exit there will be no re-entry. :) …,146,1
4.0,2020-01-18,Nice indoor amusement park. Easy to get to by Publix transit. Lots of ride choices (and lines to go with them). They have an Express pass offering. If you stay late be aware they close at 11 pm but some rides and restaurants start to close …,241,1
5.0,2020-01-18,"Love it! First thing first, for foreign, the entrance is only at Lotte World South Gate! Don't matter if you buy/book the ticket online or at the site. SOUTH GATE only entrance for foreign. I suggest don't come here during school holiday …",239,1
4.0,2025-12-18,"Loaded with high schoolers after exam season, lines extend for 2-3 hrs... expect to only get on 3-5 popular rides the whole day unless you want to pay for the magic pass",169,1
5.0,2023-01-18,Love it! The indoor rides are more suitable for kids. Outdoor rides more for adults. It's definitely worth coming. Headband is a MUST ☺️ the view is amazing as well. Cooling weather~ Be prepared for the Long Q!!!,212,1
1.0,2025-12-18,"In case the other reviews haven’t convinced you, do not go. The complaints I saw in reviews don’t begin to describe the mayhem of waiting for a ride. We went early and stood in a line for an hour which turned out to be the line before the real line with another 130min wait.",274,0
5.0,2020-01-18,I had an amazing time here!!! There were many reviews about long waiting times. I arrived at opening time on a Tuesday morning in March. No lines until around 3pm. Easily when on all the rides I wanted to and some up to three times. I …,236,1
5.0,2025-10-18,"Great place, much more than I expected. Didn't expect much but it was really good. Lots to do, lines weren't too crazy. Lots of entertainment options and connected to Lotte Mall where there was alot of cool shops to buy stuff from. Highly recommended.",251,1
5.0,2022-01-18,It was good and amazing place to be for whole day adventure. You must be free for whole day when visiting this adventurous land. You cannot fully enjoy in shorter time. So must visit.. It is a interesting theme advanture park.,226,1
5.0,2025-03-18,"It’s huge, should be fun but I didn’t play…",43,1
5.0,2023-01-18,"It was a very amazing day with my mom. The Lotte world has indoor + outdoor amusement park and attractions so you can enjoy all rides, restaurants and cafes as well. …",167,1
5.0,2021-01-18,"The best amusement park I have ever been to! Mostly everything is under the roof so you don't have to worry about the bad weather! I recommend going there during working days and maybe buying special pass to skip the line. Also, if you pay …",241,1
3.0,2024-01-18,This place is so pretty and fun but do not go during holiday season cause you will need to wait at least up to a hour to get on rides. Quite overcrowded tho,156,0
5.0,2025-02-18,"Wow feeling, amazingly beautiful place for fun and adventures Good vibe, real adventures for everyone, kids will love it",120,1
5.0,2021-01-18,"Half of Lotte World is inside and the other half if outside. Inside rides are pretty mild and great for kids. If you want to try out more intense rides like roller coaster, etc, outside world is the place to go. …",213,1
4.0,2019-01-18,We definitely enjoyed our visit here. If you are like us who are not thrill seekers no worries you can still have some fun indoors. I think having both indoors and outdoors is a plus for …,188,1
4.0,2025-10-18,"I’m a tourist from overseas. Lotte World! It’s clean and well-maintained, with plenty of food options, fun rides, and lots to see. …",132,1
3.0,2023-01-18,"It’s very nice place to enjoy with your family, however it’s super crowded and need to wait in the line at least 1 hours if you want to play anything",149,0
5.0,2020-01-18,Get there very early before the gates open. At least an hour. (at least 1.5 hours) just to be sure. (bring snacks to eat while you are waiting). If you have kids there are plenty of rides. Older kids there are even more attractions. TGI …,238,1
5.0,2024-01-18,"This park was a lot of fun, with attractions for all ages. The French Revolution is definitely the star of the show and everyone should try it. Most rides have slots for single riders so you can go about the park avoiding lines. For the …",238,1
5.0,2024-01-18,"Massive indoor and outdoor theme park comparable to Disney land! Went on weekday so waiting for rides didn’t take too long, but they are quite specific on children’s height so take note especially if your kids are below 90cm, your options are quite limited. Nevertheless still a fun place to bring the family. Highly recommended!",329,1
3.0,2020-01-18,"A world class adventure park but not in the same league as the much larger Disneyland. Nonetheless, many fun rides and things to do. Adventure Island is outdoors and offers many scary/ dizzy rides. Do choose a day ( midweek) with smaller …",239,0
5.0,2023-01-18,"Had so much fun here! A place to go with your partner or kids. Plenty of family-friendly rides with a handful of ""thrill"" rides. Ambience and atmosphere was magical with plenty of locals renting high school uniforms to dress up and take …",238,1
4.0,2025-05-18,Good for kids but not very big and rollercoasters often have long waiting lines. Overall worth it if you have kids but definitely not a must do in Seoul as a tourist,165,1
3.0,2020-01-18,"Great place with kids, but too many rides under inspections which caused 1 hour 40 minutes on each ride queue, quite warm temperature inside of the dome/building, too small number of seats/benches for rests, simply too many people in the …",239,0
5.0,2025-01-18,"Construction started on the Lotte World Adventure in 1985. It opened at 11 a.m. on July 12, 1989. Magic Island opened on March 24, 1990. It is located near Jamsil Station on Seoul Subway Line 2 and Seoul Subway Line 8.",218,1
5.0,2025-01-18,Was good day .. but even on school day it was full each game take 45 min .. but after 5 pm it become less,105,1
3.0,2020-01-18,"We have been to four Disneylands, so this park is considered very small for us. Buy tickets online is cheaper 35,000won vs door price 57,000 won (check again, …",160,0
4.0,2024-01-18,This place is like the Disney land of Korea and a must visit if you ever visit Korea. The park has a huge section inside and a part outside on a island with lots of rides for is famous for lots of Instagram pictures. What I personally like …,241,1
4.0,2025-01-18,Lotte World is a great place to spend a day with the kids. It's not very strong on roller-coasters but has many other attractions as well. We have been there on a Wednesday in August. We came early and at first the waiting times were okay. …,241,1
1.0,2025-09-18,"Its a disaster for adults, especially if you can't buy priority pass (as it is sold out). Waiting for hours for childish virtual rides. Like watching things on tv in a massage chair. The only ok was Gyro Drop, but they still fill it with …",239,0
5.0,2025-01-18,"Really amazing shows, the rides are like the TARDIS and cool side shows. Please can I have the name of the song for the zombies as I really want to listen to it at home",168,1
5.0,2024-01-18,"Both outdoor and indoor rides are fun. Outdoor has more rides for adults. Wait is long, so if you want to do a magic pass, book it a few days before the visit.",159,1
5.0,2024-01-18,"It's a great little theme park with tons of rides and attractions. I thought it would be more empty on a weekday when it opened but there were so many kids. It looked like lots of field trips. If I had known that, I would've bought the …",237,1
5.0,2025-03-18,"Nice park. Not to go in national day or weekend, unless you want to wait +60 min for each attacttion",100,1
5.0,2024-01-18,Great experience (both for adults and kids). Remember to book the activity as soon as you enter if you don't have the magic pass,128,1
5.0,2023-01-18,"One of the must visit places in Seoul, should be definitely on top of the list while visiting this amazing country…….it is world’s biggest indoor amusement park and lives up to the expectations……professional staff….excellent food options, …",240,1
5.0,2023-01-18,"A very fun theme park to visit. Queue during weekday is reasonable, and we managed to complete about 80% of the rides. Having both indoor and outdoor rides is a bonus.",167,1
5.0,2020-01-18,"Convenient place to relax and trying game that dare you. No need to afraid you will wet because of rain or feel cold or hot of summer, this indoor theme park, better to enjoy this place in the morning so you can get lot of games, use all …",239,1
4.0,2020-01-18,"Lovely place, kids will love it only problem was the queues are very very long you can wait up to 1:30 hour just for a ride.if you willing to wait for each ride you will have lots of fun.",187,1
5.0,2024-01-18,"You'll need a full day to enjoy Lotte world. It's a great place for children, though adults could also enjoy. There are so many different varities of rides, and shows to enthrall you.",183,1
4.0,2025-11-18,We had so much fun and so so so much waits on the waitings line we waited almost 3 hours on the rollercoaster line. …,117,1
5.0,2024-01-18,This is truly the Korean answer to Disneyland (even though Lotte is a Japanese company) It's far less crowded and clustered while still having a magical vibe. We were able to enjoy an immersive PUBG collab.,206,1
2.0,2026-01-04,"Half the rides shut, boring selection and very kiddy. Suited to Korean kids only skip if visiting",97,0
1.0,2025-10-18,"I have visited Disney parks worldwide, Europa-Park, Tivoli Gardens, and others, but Lotte World is, by far, the absolute worst. The shows are boring, the characters lack appeal, and the attractions are …",203,0
4.0,2018-01-18,I agree this place is really big but it is not the most important for people. I experience here with my kids there after 4 with one day pass option but we do not have enough time to play more than 4 activities just because there are lots of …,242,1
5.0,2020-01-18,My wife and I visited on our trip to Seoul and loved it! Take note—foreigners should buy tickets in advance online to save 50% on admission. …,142,1
5.0,2025-07-18,"Wow wow wow wow wow wow wow wow so beautiful 🤩❤️❤️❤️❤️❤️❤️❤️❤️❤️ please free time visit in the lotte world in south Korea ,🎀🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷 …",153,1
4.0,2020-01-18,"Lotte world is a good adventure park in seoul. There are alot of things to do here. One one cone in the morning and sepnd whole day here because all the things are time taking. There is a huge rush usualy, and there are long ques for every …",241,1
2.0,2025-10-18,Visited during a public holiday and spent almost 2 hours in line for 1 ride. Would recommend getting the VIP pass to skip the long queues.,138,0
3.0,2023-01-18,A nice theme park that is perfect for a rainy day. A large part of the park is indoors. I expected it to be bigger. So maybe it’s not something you can fill an entire day with.,176,0
5.0,2020-01-18,"Definitely worth a trip if you're in/around Seoul and want to go to an amusement park. It's indoors (with some outdoor attractions), and it's easy to spend an entire day indoors and still want to come back: That means it's great to go here …",241,1
5.0,2024-01-18,Value for money and a must go for family. Definitely can spend a whole day there. I love the pretend parachute the most. You get to take a good look of the whole lotte world.,174,1
5.0,2025-11-18,Fun place to go and prices are fare. Only issue is the lines for the rides but it’s a given. Would definitely visit again.,122,1
5.0,2023-01-18,Great place. Line to enter starts 30 minutes before opening the gate. After opening it goes really fast in few minutes. They start to sell tickets one hour before opening. You can use automatic machines or cashiers.,215,1
2.0,2023-01-18,We went there on Saturday at 12pm. We were given no map or brochure when we entered the place and we were quite confused about where to go and what to do. …,156,0
4.0,2019-01-18,Long waiting time after 4pm as the ticket got cheaper. There is only one good roller coaster. The rest are short rides that barely tingles the trill.,149,1
5.0,2024-01-18,"It is an amazing place for all ages it’s like a small Disney land with rides, parades, food court a lot to do in the whole day",126,1
5.0,2025-04-18,"Loved everything, and with klook we payed the price of one ticket 🫡😊 …",70,1
5.0,2025-03-18,"Lovely for family and kids, lots of games and playgrounds for kids with lots of restaurants and cafes big area for ski and big theatres",135,1
5.0,2024-01-18,Huge places..and seriusly like school..mostly people wore school attire here...like back into memory...a lots of advntruos gme.....more thrill than gentjng highlnd ....hve outder n indoor side .my kids enjoyed so much .hwver outsd gme..my 3 kids didnt spent well .becoz..did not archve height level .,300,1
4.0,2024-01-18,It's an ok indoor theme park esp during winter. Tickets are cheaper on klook. No more magic passes sold on klook. Visit on weekdays if you can else weekends will need to queue up to 90min. They have this weird reservation system now. Queue …,241,1
4.0,2025-11-18,"Much bigger than it seems at first. Lots of fun, if short on time, avoid the ""wild"" rides at the beginning as they are just virtual.",132,1
1.0,2025-01-18,"The system was very stupid. They told me baby dont have to pay to enter, only need to pay for kids. But when you are going for a ride they asked you to pay for the baby ticket as well. Then you need to go outside again to buy the ticket. …",239,0
1.0,2025-08-18,"A total, confusing ripoff. We are from outside Korea but took a local friend of our kids, who has been here a few times. But that did not help us solve a puzzle of confusing instructions and restrictions. …",206,0
1.0,2025-01-18,"waste of time. If you go for 8 hours, you spend 7 h and 45 min walking or queuing. The other 15 min is the actual riding. Also you end up paying more for other attractions that are not included (plus food). BTW I went during the early weekday.",243,0
5.0,2024-01-18,I had an amazing time. We spent the whole day there. We were able to ride on 6 rides with our magic passes. They were very enjoyable. Bring your own water and snacks if you can because the snack carts are busy. We enjoyed hot dogs and KFC for lunch. I recommend going during the week so it is not busy.,302,1
1.0,2025-09-18,Absolutely lousy. Tree swing is gone. Boat ride is gone. Fast pass paid also useless only 1 type ride once. Not worth. Japan local theme park easily win hands down.2nd time come korea a bit regret. Daughter want to come and also …,230,0
4.0,2025-05-18,"It is really nice place but not that big like I expected, especially outside area is not that big and some rides were not working. In the price of the entery ticket is included all the rides but prepere to wait 1+ hours for rides, I …",234,1
4.0,2019-01-18,My first time at this park was quite funny. It’s a really big indoor park with a lot of attraction. …,101,1
5.0,2025-01-18,"Definitely was a good visit. Lines weren't too bad, kids got to ride everything they wanted and we got to eat some good snacks foods!! We didn't experience any problems this trip at Lotte World. Beat part was the kids got to go ice skating 🥶🤗😂 and they had a blast!! …",268,1
3.0,2024-01-18,"Super crowded, air con is not cold. Baby ticket need to buy if they need to go on rides.... Even thou their entry is free",121,0
1.0,2025-10-18,Too much crowded place with waiting time of normally 2 hrs for every good ride. In full day u would be on ride for 1 hr but will be in waiting queue for 8hrs..,159,0
5.0,2020-01-18,A great theme park in the middle of the city. It's a must visit for any person travelling to Korea. Just make sure to make use of the Magic Pass system they have in place to get on as much rides as possible. I highly recommend going on …,237,1
5.0,2024-01-18,Magic pass aka express pass recommended. If not the waiting time is at least 1 hour for the popular rides.,106,1
5.0,2025-02-18,Very interesting place for family outings. Too crowded when weekends and holidays period.,89,1
5.0,2025-07-18,"Lotte world is so cool place. So many rides to enjoy but the only problem is, it’s too crowded so have to wait pretty much an hour for every ride. …",148,1
3.0,2023-01-18,Stay away on weekends and holidays. We were only able to get on 1 ride the whole time we were there. It was packed due to school trips.,135,0
5.0,2025-04-18,A huge indoor and outdoor door theme park with many machine to play.,68,1
5.0,2023-01-18,Very nice place. And you will have fun while you be there with your friends or family. But the only disadvantage is that you need to wait 30-60 minutes to play every game,170,1
5.0,2025-08-18,Is amazing! Perfect for a heat summer day!,42,1
4.0,2022-01-18,Fun place and lots to do but with spacing requirements for covid the lines are incredibly long. Fast passes are more than the cost of tickets and only so many uses so makes it difficult. Definitely recommend going but wait for covid to relax,241,1
5.0,2025-01-18,"fantastic and wonderful space! If you‘re ready to go to the world of innocence, come anytime!",93,1
3.0,2021-01-18,Nothing much here really. Maybe for kids. Designs are old. It is indoor so expect it to be crowded and spaces are small. The aquarium and museum are the best spots though.,171,0
5.0,2022-01-18,"Lotte World at Christmastime is amazing! Also, until Jan. 2, 2022, foreigners get 1/2 off the regular price. Show them the coupon at the end of my photos!",154,1
3.0,2025-12-21,"Find this place over rated. As went on a rainy day, the outdoor section was closed and some of the in door rides were reserved for quick pass.",142,0
5.0,2025-01-18,The park was great except the queing time. The popular ride would take about 2 hours queuing time.,98,1
3.0,2025-02-18,Too crowded and the rides were not very exciting. Waiting time was all more than an hour. Better choose Everland.,113,0
4.0,2020-01-18,"It is a very fun amusement park, really big and it's indoors with an outdoor rides as well. The only downside is that there's a lot of people so you have to wait in line for a long time..",187,1
5.0,2025-10-18,We had a lot of fun there and the rides were awesome. When we went there everything was functional Tip: enter though the jungle gate it takes lesser time.,154,1
1.0,2025-12-28,"Went in the mid afternoon, outdoor rides was closed. Queue for indoor rides was long waiting (3 hours to collect time slot ticket for pirate ship). Not worth going.",164,0
4.0,2025-07-18,Quite old but still worth visit,31,1
4.0,2024-01-18,"Some fun attractions, but not at the same level as something like universal studios. Did not get to experience outdoor attractions due to bad weather.",150,1
1.0,2025-07-18,The people working here are so inefficient and there are too few workers to deal with the volume of people. We visited on a Tuesday and long lines everywhere. The ticket line and magic pass lines were huge and they our had 3 people …,233,0
5.0,2025-01-18,"Awesome place, must go!!! Many things to do, not only in a amusment but also resturants and clawing matchine!! It's not scam. We've got 5 dolls Woopii!!!!",154,1
4.0,2020-01-18,Came to Lotte World Adventure Theme park many years ago and didn't change very much for most of the rides. The magic pass is very useful as we came on Saturday where they are visitors and the queue can be more than an hour.,223,1
5.0,2023-01-18,The kpop and kdrama land. Lol I love Atlantis ride and the hot air balloon ride that goes around the park. The monorail ride is also so cool. It is worth it to get the five five magic pass in Klook,197,1
5.0,2024-01-18,"this place has always been a dream of mine since I was a child, and finally, i GOT THERE!!!! i am so happy to realize that i am finally there and i enjoyed every game, even though i didnt actually play any adventurous games, BUT STILL!! the …",242,1
5.0,2018-01-18,Wow! There is so much fun under one roof! And the Christmas theme is exhilarating. The little one enjoyed it. There's a ice skating rink here too. <>,149,1
2.0,2024-01-18,"Great place with a lot of food options and rides. However, waiting time is absolutely unbelievable. 1h - 2 h for each type of the amusement, then all the magic passes sold out leaving you without any chance to fully utilize the entrance fee. Flying on weekend to Malaysia with pass would be a better investment.",311,0
3.0,2020-01-18,"As the park itself inside a building, the noise stays there and after a while you may get headache and dizzenes. Also it's seems a bit old. Overall there are you will always find what to do. There also outside area Magic land with some attractions too. Can be considered to visit for having fun.",295,0
5.0,2024-01-18,"This is a big in-house park, there are a lot of games for kids and also horror adventures for adult. If you travel to South Korea, you should come to join this place.",166,1
5.0,2020-01-18,Got our tickets from Klook (for 32 000 KRW). Arrived at the place at almost 11am and left at around 9.30pm. My friends were able to take almost all the fun rides except for one (French revolution line is always long!). I downloaded the …,237,1
4.0,2025-07-18,"The lines to the rides are a bit too long. The place is huge and has activities for all ages. Next time I'd get the magic pass for the bigger rides. Because the wait is more than an hour for each, and we came during a week day. I imagine in the weekend it is much worse.",270,1
4.0,2019-01-18,"There's a nice variety of rides, better to go early because it's always busy. The fairy forest is a nice option, it's a small extra fee but there's a variety of animals to see. The headbands are very cute and affordable. Some lines move quickly while the more popular rides take a while",286,1
1.0,2025-08-18,"Way too much people. Lines were 3-5 hours long, super hot inside. Hardly possible to find a spot to eat. The park is the worst place we visited ever. Think twice before going.",175,0
1.0,2025-08-18,It’s really bad. You will never be able to get on the ride if you don’t have a fast pass. They let all the people with fast pass to get on the ride first and there’s only 3 people in line who’s able to get on the ride after 5 or 6 rounds. It’s a waste of time at this park if you’re not getting a fast pass.,307,0
5.0,2023-01-18,I love the indoor amusement during winter. Waiting time is long without a magic pass. Would recommend to get it. Extreme rides are outdoor. Beautiful park,154,1
5.0,2024-01-18,PLACE - I had so much fun 😍 I love that it has an outdoor and indoor. I visited the place on winter so it was really cold. I can't stay outside for very long. There were also shows which is great. …,198,1
5.0,2025-09-18,Amazing experience! Would recommend everyone to try it 🫶 …,58,1
4.0,2018-01-18,The park is quite big and well maintained. But be prepared for long long queues with tons of south Koreans. All mainly youths and young adults. …,145,1
4.0,2025-09-18,Magic pass is very helpful,26,1
5.0,2020-01-18,"If you like advanture rides then go for it. There are many types of rides which you can enjoy. Gyro spin, Gyro swing, Flume ride.. You can go with kids also.. there are many rides for kids.. You'll have good time there.. Must visit place in South Korea..😀😀😀 …",259,1
5.0,2026-01-11,Indoor theme park and outdoor theme park..,42,1
5.0,2025-01-18,❤️the place and very beautiful the kids love it so much ❤️,58,1
3.0,2019-01-18,"There were a large number of student groups on a weekday, making it very hard to get to ride very many rides, even with the magic pass. We managed to get on two of the three major roller coaster and those were fun. Get there right when they open or that would not be possible, or you would wait more than an hour and half.",322,0
4.0,2024-01-18,Visited 05 June 2023 Monday cooling summer afternoon. The following sharing are based on our unbiased personal opinion and experience …,135,1
4.0,2025-01-18,Lots of rides from roller coaster to gentler ones. Even has 4D rides for those who don't like too much rush. …,110,1
3.0,2019-01-18,It's okay to go to. The indoor park is good because it doesn't matter what the weather is. But the park overall is really small and not much attractions.,153,0
4.0,2025-04-18,"many rides kept being under maintenance in the afternoon, caused some inconveniences. crowd is huge even on weekday",115,1
4.0,2020-01-18,"Good for family with kids. There lots of kids attraction in the indoor area. Recommended during winter, you might prefer staying indoor. There is outdoor attractions too. Long queue in every nice ride, buying magic pass is highly recommended.",242,1
2.0,2018-01-18,"The lines for the rides are too long. The only attraction I got to ride (which only took 2 mins) took me 3 hours lining up! Even on a weekeday, there are a lot of visitors so imagine if you go on a weekend.",206,0
5.0,2025-01-18,Visited Lotte World in Korea recently! I saw this sign and thought that it was very interesting as it gives rise as a system in the material world. …,149,1
5.0,2024-01-18,Very fun place! ! Indoor amusement park suitable for parents to bring children …,80,1
3.0,2025-07-18,"A pretty average themepark TBH. Only a few rides for teens/adults worth doing. They really need to better crowd control too - most of the day even during school days there is a 2 hour wait for major rides, and even with a magic/fast pass …",239,0
5.0,2024-01-18,Fun for all ages. Budget an extra $20 per person of you want to rent the school uniform.,88,1
5.0,2019-01-18,Lotte world is a great place to to hang out at if you have a spare day or two in Seoul. The staff are friendly and the whole atmosphere is quite cute. …,152,1
5.0,2020-01-18,"It was no Disneyland, but it sure was fun! I didn't know what to expect when going into Lotte World except for the fact that I'd be laughing a lot comparing the rides here to Disneyland. They did a pretty good job replicating some rides …",238,1
1.0,2025-08-18,"Not worth it! Rides are nothing special, and waiting times are insane, 2 hours or more for a single ride. …",107,0
4.0,2025-03-18,"Had a good time, worth the money. Good way to kill time",55,1
4.0,2024-01-18,"Visited Lotte World Theme Park on a Wednesday 11am to 2pm. Sat on a couple of indoor rides which Fly Venture, a Virtual Reality experience stood out. Only took the Gyro Drop from the outdoor one. Popular rides such as Atlantis require …",236,1
5.0,2024-01-18,A very nice place with plenty of attractions and entertainment. There were stalls around the area to sell food in case you got hungry. Many fun rides for people of mamy ages. There were rides on a train for children and more thrilling rides …,242,1
